YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2001,11,21,101.65,10.13,10.95,8.56,2.39,11.29,12.2,9.42,2.78
2001,11,22,101.5,11,11.59,10.27,1.32,12.41,13.15,11.42,1.73
2001,11,23,101.3,11.17,11.84,10.74,1.11,12.6,13.38,12.08,1.3
2001,11,24,101.11,10.26,11.06,8.62,2.45,11.47,12.45,9.52,2.93
2001,11,25,101.23,7.88,8.34,7.27,1.08,8.72,9.2,8,1.2
2001,11,26,101.69,9.17,10.2,7.62,2.58,10.34,11.58,8.45,3.13
2001,11,27,101.85,10.9,11.59,9.46,2.12,12.35,13.17,10.71,2.46
2001,11,28,101.64,10.12,10.95,8.95,2,11.45,12.38,10.12,2.26
2001,11,29,101.48,7.47,8.67,6.7,1.97,8.34,9.78,7.44,2.34
2001,11,30,101.41,6.98,8.52,6.02,2.51,7.71,9.53,6.56,2.97
2001,12,1,101.4,7.44,8.37,6.67,1.7,8.21,9.32,7.33,1.99
2001,12,2,101.45,8.64,9.33,7.2,2.13,9.7,10.55,7.96,2.6
2001,12,3,101.4,7.85,9.14,5.59,3.55,8.86,10.38,6.17,4.2
2001,12,4,101.29,6.41,8.33,4.91,3.42,7.2,9.59,5.41,4.19
2001,12,5,101.33,7.51,8.05,6.42,1.64,8.52,9.19,7.39,1.8
2001,12,6,101.42,9.71,11.72,7.17,4.55,11.09,13.66,7.98,5.69
2001,12,7,101.46,13.04,14.17,11.39,2.78,15.11,16.42,13.2,3.21
2001,12,8,101.51,13.47,13.9,13.03,0.87,15.67,16.23,15.13,1.09
2001,12,9,101.65,12.45,13.15,11.12,2.02,14.44,15.34,12.77,2.58
2001,12,10,101.65,10.59,11.1,9.99,1.11,12.01,12.73,11.27,1.46
2001,12,11,101.61,9.43,9.86,8.17,1.69,10.57,11.05,9.12,1.93
2001,12,12,101.69,8.05,8.62,7.4,1.23,8.98,9.64,8.24,1.41
2001,12,13,101.83,8.35,11.3,7.05,4.24,9.36,12.91,7.77,5.14
2001,12,14,102.17,13.93,14.77,11.9,2.87,15.87,16.84,13.59,3.26
2001,12,15,102.17,13.16,13.91,12.16,1.75,14.98,15.84,13.8,2.04
2001,12,16,102,11.11,12.09,9.76,2.33,12.6,13.7,11.04,2.66
2001,12,17,101.88,8.05,9.46,7.18,2.28,9.03,10.68,8.02,2.66
2001,12,18,101.9,7.77,8.27,7.34,0.94,8.62,9.23,8.12,1.11
2001,12,19,101.96,9.02,10.25,7.43,2.82,10.04,11.54,8.17,3.37
2001,12,20,101.9,9.99,11.03,7.66,3.37,11.27,12.52,8.5,4.01
2001,12,21,101.82,8.69,13.35,5.61,7.75,9.6,14.95,6.09,8.87
2001,12,22,102.01,11.05,12.62,9.48,3.13,12.04,14.03,10.17,3.86
2001,12,23,101.99,9.11,9.52,8.66,0.88,9.8,10.36,9.2,1.16
2001,12,24,102.13,10.89,11.35,9.49,1.86,11.93,12.43,10.3,2.13
2001,12,25,102.35,11.67,12.23,11.16,1.08,12.88,13.55,12.26,1.3
2001,12,26,102.46,10.41,12.27,8.81,3.46,11.31,13.39,9.51,3.88
2001,12,27,102.35,8.56,9.11,7.85,1.26,9.3,9.9,8.44,1.47
2001,12,28,102.18,8.2,9.09,7.41,1.69,8.91,9.95,8.02,1.92
2001,12,29,101.99,7.76,8.74,6.92,1.81,8.42,9.59,7.48,2.1
2001,12,30,101.88,9.76,10.74,8.5,2.24,10.8,11.99,9.29,2.7
2001,12,31,101.7,7.7,9.71,6.06,3.65,8.44,10.77,6.62,4.15
2002,1,1,101.74,6.55,9.38,4.43,4.95,7.14,10.37,4.74,5.62
2002,1,2,102.06,11.73,13.12,9.45,3.66,13.06,14.66,10.45,4.22
2002,1,3,102.24,9.98,12.22,8.41,3.8,10.89,13.55,9.1,4.45
2002,1,4,102.15,7.72,8.95,6.38,2.57,8.3,9.73,6.77,2.96
2002,1,5,101.99,6.69,8.02,5.38,2.64,7.09,8.63,5.62,3.02
2002,1,6,101.97,7.51,8.74,5.74,3,8.08,9.52,6.05,3.47
2002,1,7,102.07,6.7,8.93,5.32,3.62,7.17,9.81,5.56,4.25
2002,1,8,102.18,10.85,12.54,9.17,3.38,12.04,14.01,10.09,3.91
2002,1,9,102.21,10.39,11.91,8.88,3.04,11.41,13.2,9.69,3.51
2002,1,10,101.89,6.22,8.8,5.09,3.71,6.62,9.59,5.34,4.24
2002,1,11,101.69,6.8,9.15,5.53,3.62,7.36,10.12,5.88,4.23
2002,1,12,101.64,8.59,9.2,7.78,1.41,9.52,10.17,8.6,1.57
2002,1,13,101.53,9.8,11.8,8.54,3.27,11.14,13.79,9.49,4.3
2002,1,14,101.37,10.04,12.11,8.3,3.8,11.65,14.15,9.58,4.57
2002,1,15,101.4,8.14,10.02,7.08,2.94,9.34,11.61,8.04,3.58
2002,1,16,101.31,4.73,7.28,2.09,5.2,5.34,8.28,2.23,6.05
2002,1,17,101.22,3.41,5.41,1.73,3.68,3.72,5.97,1.81,4.16
2002,1,18,101.2,3.59,5.59,1.24,4.34,3.94,6.15,1.35,4.8
2002,1,19,101.4,5.84,8.55,2.91,5.65,6.45,9.5,3.13,6.37
2002,1,20,101.5,5.67,7.95,3.97,3.98,6.12,8.73,4.22,4.52
2002,1,21,101.53,8.93,10.05,5.37,4.68,9.77,11.03,5.75,5.28
2002,1,22,101.78,9.41,10.48,8.07,2.41,10.16,11.41,8.61,2.8
2002,1,23,101.87,9.01,10.2,8.11,2.09,9.77,11.25,8.71,2.54
2002,1,24,101.78,10.19,10.88,9.53,1.34,11.38,12.4,10.54,1.86
2002,1,25,101.45,9.33,10.48,6.84,3.63,10.73,12.11,7.89,4.22
2002,1,26,101.45,4.29,6.8,2.17,4.63,4.62,7.35,2.27,5.09
2002,1,27,101.63,8.16,10.05,5.38,4.66,8.91,11.05,5.8,5.27
2002,1,28,101.81,7.32,9.22,4.97,4.25,7.9,10.07,5.23,4.83
2002,1,29,102,9.3,10.73,7.33,3.4,10.16,11.8,7.88,3.91
2002,1,30,102.01,8.66,9.55,7.54,2.01,9.41,10.41,8.12,2.28
2002,1,31,102.02,8.51,8.98,7.92,1.05,9.31,9.95,8.55,1.4
2002,2,1,101.86,8.44,9.68,7.29,2.38,9.35,10.81,8.07,2.75
2002,2,2,101.74,6.16,11.4,0.27,11.13,6.68,12.61,0.26,12.35
2002,2,3,101.8,10.94,11.66,10.3,1.35,12.06,12.91,11.31,1.59
2002,2,4,101.72,9.21,11.03,7.65,3.38,10.14,12.2,8.36,3.84
2002,2,5,101.56,4.73,7.21,2.75,4.45,5.03,7.84,2.84,5
2002,2,6,101.53,5.36,6.19,4.74,1.45,5.73,6.69,5.05,1.65
2002,2,7,101.55,6.25,7.38,5.4,1.99,6.78,8.11,5.81,2.3
2002,2,8,101.48,5.27,7.13,1.95,5.19,5.71,7.8,2.03,5.77
2002,2,9,101.36,4.92,7.3,1.34,5.97,5.23,7.86,1.35,6.51
2002,2,10,101.48,6.56,9.23,5.02,4.2,7,10.04,5.29,4.75
2002,2,11,101.88,11.27,12.68,9.8,2.89,12.39,14.08,10.7,3.38
2002,2,12,101.98,8.05,9.96,6.59,3.38,8.65,10.8,7,3.8
2002,2,13,101.9,7.89,8.38,7.27,1.12,8.55,9.12,7.77,1.35
2002,2,14,101.97,8.95,9.55,7.85,1.7,9.86,10.59,8.52,2.06
2002,2,15,102.01,9.57,10.23,8.69,1.54,10.6,11.38,9.58,1.8
2002,2,16,101.9,9.16,9.41,8.55,0.86,10.15,10.39,9.49,0.9
2002,2,17,101.86,7.1,8.55,6.13,2.41,7.75,9.46,6.6,2.86
2002,2,18,102.04,9.65,10.36,8.46,1.9,10.74,11.55,9.34,2.21
2002,2,19,102.26,11.94,13.54,10.2,3.34,13.37,15.32,11.34,3.98
2002,2,20,102.36,11.58,13.38,10.19,3.2,12.84,15.08,11.16,3.91
2002,2,21,102.13,8.44,9.85,7.55,2.3,9.2,10.77,8.2,2.57
2002,2,22,102.03,7.04,7.62,6.52,1.1,7.66,8.35,7.07,1.29
2002,2,23,101.75,4.32,6.34,3.05,3.29,4.57,6.88,3.14,3.73
2002,2,24,101.74,7.18,10.62,3.51,7.11,7.82,11.81,3.65,8.16
2002,2,25,101.81,9.04,10.28,8.03,2.25,9.95,11.41,8.77,2.63
2002,2,26,101.72,7.19,7.73,6.59,1.16,7.86,8.46,7.18,1.28
2002,2,27,101.54,7.19,7.62,6.15,1.47,7.86,8.37,6.66,1.71
2002,2,28,101.55,6.2,7.95,5.26,2.69,6.7,8.72,5.62,3.09
2002,3,1,101.53,7.6,8.21,6.84,1.37,8.38,9.05,7.5,1.55
2002,3,2,101.45,6.51,7.69,5.45,2.23,7.19,8.58,5.94,2.64
2002,3,3,101.49,8.08,9.34,6.98,2.35,8.98,10.45,7.7,2.73
2002,3,4,101.45,8.8,9.28,8.38,0.9,9.83,10.38,9.27,1.12
2002,3,5,101.27,6.32,8.48,4.55,3.92,6.93,9.51,4.9,4.61
2002,3,6,101.41,10.16,11.98,5.95,6.03,11.37,13.34,6.48,6.87
2002,3,7,101.81,11.46,11.82,10.87,0.95,12.69,13.12,11.96,1.16
2002,3,8,102.1,12.03,12.52,11.38,1.14,13.42,14.03,12.6,1.43
2002,3,9,102.05,10.24,11.68,9.2,2.48,11.3,13,10.13,2.88
2002,3,10,101.83,8.55,9.1,7.73,1.36,9.35,10.01,8.41,1.6
2002,3,11,101.73,8.1,9.01,7.23,1.77,8.88,9.88,7.88,1.99
2002,3,12,101.67,7.2,8.26,6.22,2.05,7.96,9.33,6.84,2.5
2002,3,13,101.51,8.06,9.26,6.88,2.38,9.18,10.77,7.67,3.09
2002,3,14,101.31,4.97,8.35,1.24,7.11,5.55,9.59,1.29,8.3
2002,3,15,101.25,1.73,2.92,0.27,2.65,1.8,3.05,0.27,2.77
2002,3,16,101.27,1.86,4.14,0.49,3.64,1.95,4.4,0.52,3.88
2002,3,17,101.5,3.3,5.02,1.68,3.34,3.55,5.44,1.85,3.59
2002,3,18,101.79,8.92,11.8,5.38,6.43,10.02,13.44,5.83,7.61
2002,3,19,101.75,8.05,10.85,6.76,4.09,9.03,12.27,7.55,4.72
2002,3,20,101.54,7.61,9.23,6.56,2.66,8.52,10.43,7.29,3.14
2002,3,21,101.23,7.49,8.31,6.02,2.28,8.35,9.31,6.7,2.62
2002,3,22,101.04,4.77,8.06,1.38,6.69,5.2,9.02,1.38,7.64
2002,3,23,101.1,5.43,6.91,1.79,5.12,5.88,7.59,1.84,5.76
2002,3,24,100.98,5.98,7.05,5.04,2.01,6.59,7.79,5.45,2.34
2002,3,25,101.12,3.52,4.69,2.72,1.97,3.73,5.07,2.84,2.24
2002,3,26,101.12,3.73,4.79,2.8,1.98,4.04,5.23,2.95,2.28
2002,3,27,101.12,2.66,4.75,1.2,3.55,2.83,5.18,1.25,3.93
2002,3,28,101.14,4.05,4.98,3.14,1.84,4.35,5.42,3.31,2.11
2002,3,29,101.15,3.38,4.38,2.14,2.23,3.59,4.7,2.25,2.45
2002,3,30,101.26,2.75,3.58,0.65,2.93,2.89,3.78,0.66,3.12
2002,3,31,101.37,2.34,5.7,0.1,5.6,2.52,6.26,0.1,6.16
2002,4,1,101.45,4.92,5.66,3.93,1.73,5.41,6.23,4.3,1.93
2002,4,2,101.29,3.14,5.29,0.52,4.77,3.38,5.78,0.53,5.26
2002,4,3,101.01,5.09,6.11,3.22,2.89,5.47,6.63,3.37,3.27
2002,4,4,101,4.8,7.29,3.23,4.05,5.17,7.97,3.43,4.54
2002,4,5,101.13,6.8,7.43,6.36,1.06,7.42,8.16,6.91,1.25
2002,4,6,101.22,4.71,7.35,2.1,5.25,5.15,8.09,2.23,5.86
2002,4,7,101.22,1.48,2.61,0.08,2.54,1.54,2.74,0.07,2.67
2002,4,8,101.19,1.69,2.38,0.39,1.98,1.78,2.51,0.41,2.09
2002,4,9,101.2,3.14,6.35,0.98,5.38,3.34,6.95,1.01,5.94
2002,4,10,101.21,6.43,6.87,5.86,1.01,7.02,7.53,6.38,1.16
2002,4,11,101.28,5.13,6.54,4.16,2.38,5.57,7.13,4.49,2.64
2002,4,12,101.45,5.4,7.53,4.16,3.37,5.84,8.19,4.45,3.73
2002,4,13,101.39,7.8,9.64,6.84,2.8,8.67,10.91,7.44,3.47
2002,4,14,101.3,8.66,9.38,7.77,1.61,9.84,10.61,8.79,1.82
2002,4,15,101.33,7.48,7.99,7.11,0.88,8.6,9.1,8.25,0.85
2002,4,16,101.36,7.01,8,5.97,2.04,7.92,9.09,6.69,2.41
2002,4,17,101.26,6.95,8.21,5.73,2.48,7.73,9.3,6.28,3.02
2002,4,18,101.27,7,8.18,5.94,2.24,7.85,9.24,6.65,2.59
2002,4,19,101.38,7.01,7.46,6.38,1.07,7.92,8.48,7.2,1.28
2002,4,20,101.2,6.51,7.15,5.7,1.45,7.34,8.13,6.41,1.72
2002,4,21,101.07,7.31,8.08,6.28,1.8,8.24,9.06,7.11,1.96
2002,4,22,101.15,7.75,8.22,6.74,1.48,8.7,9.34,7.52,1.8
2002,4,23,101.24,7.52,8.02,7.12,0.89,8.51,9.04,8.14,0.9
2002,4,24,101.18,7.05,7.55,6.16,1.39,7.91,8.48,6.94,1.55
2002,4,25,101.25,7.17,7.38,7.04,0.34,8.05,8.34,7.92,0.41
2002,4,26,101.29,6.95,7.55,5.97,1.59,7.76,8.5,6.62,1.88
2002,4,27,101.27,6.83,7.58,5.7,1.88,7.54,8.37,6.24,2.12
2002,4,28,101.23,7.26,8.09,6.27,1.82,8.05,8.99,6.93,2.06
2002,4,29,101.14,6.75,7.68,6,1.67,7.38,8.48,6.52,1.96
2002,4,30,101.03,6.68,8.29,5.38,2.91,7.36,9.29,5.85,3.44
2002,5,1,101,7.05,8.22,5.59,2.63,7.85,9.21,6.14,3.06
2002,5,2,101.17,7.35,8.19,6.55,1.64,8.27,9.29,7.34,1.95
2002,5,3,101.21,7.55,8.22,6.7,1.52,8.52,9.37,7.55,1.81
2002,5,4,101.14,7.72,8.38,7.37,1.02,8.66,9.4,8.27,1.12
2002,5,5,101.04,7.39,8.08,5.88,2.19,8.15,8.91,6.42,2.48
2002,5,6,100.93,6.69,7.62,5.76,1.87,7.32,8.44,6.26,2.18
2002,5,7,100.92,6.16,7.53,5.16,2.37,6.73,8.41,5.6,2.81
2002,5,8,101.09,6.96,7.57,6.31,1.25,7.71,8.44,6.95,1.48
2002,5,9,101.09,6.73,7.43,6.2,1.23,7.42,8.23,6.79,1.45
2002,5,10,101,5.34,6.71,4.53,2.19,5.81,7.38,4.88,2.51
2002,5,11,100.99,4.49,5.44,3.19,2.25,4.84,5.91,3.38,2.52
2002,5,12,101.1,4.38,5.68,2.59,3.09,4.69,6.13,2.73,3.41
2002,5,13,101.1,5.41,6.63,4.49,2.14,5.87,7.28,4.78,2.5
2002,5,14,101.07,4.24,6.46,2.53,3.94,4.58,7.08,2.7,4.38
2002,5,15,101,4.74,5.73,3.75,1.98,5.16,6.34,4.02,2.33
2002,5,16,100.89,3.69,5.72,1.23,4.48,4,6.31,1.3,5.02
2002,5,17,100.89,4.35,6.3,1.23,5.07,4.65,6.81,1.29,5.52
2002,5,18,100.84,5.7,6.91,4.41,2.49,6.15,7.52,4.69,2.84
2002,5,19,100.75,2.58,4.64,0.23,4.41,2.71,4.94,0.24,4.69
2002,5,20,100.6,7.18,9.75,4.8,4.95,7.97,11.12,5.14,5.99
2002,5,21,100.68,7.17,8.79,6.59,2.2,8.04,9.92,7.36,2.56
2002,5,22,100.81,7.23,8.15,6.81,1.34,8.18,9.45,7.62,1.83
2002,5,23,100.83,7.84,8.35,6.34,2.02,8.89,9.59,6.97,2.62
2002,5,24,100.89,5.27,6.88,3.66,3.21,5.66,7.4,3.84,3.56
2002,5,25,100.92,6.48,8.2,5.26,2.95,7.01,9,5.63,3.37
2002,5,26,100.86,8.15,9.09,7.23,1.86,8.92,9.96,7.85,2.11
2002,5,27,100.94,6.38,7.48,5.69,1.8,6.88,8.16,6.09,2.07
2002,5,28,101.02,5.03,6.04,4.52,1.52,5.37,6.51,4.8,1.71
2002,5,29,100.94,6.73,9.42,4.4,5.02,7.46,10.72,4.7,6.02
2002,5,30,100.78,8.35,9.09,7.78,1.32,9.48,10.33,8.78,1.55
2002,5,31,100.67,8.72,10.7,7.05,3.65,9.85,12.28,7.83,4.45
2002,6,1,100.62,7.26,8.7,5.88,2.83,8.04,9.8,6.39,3.4
2002,6,2,100.6,7.06,8.31,4.98,3.33,7.81,9.3,5.41,3.89
2002,6,3,100.53,6.01,8.13,3.67,4.46,6.63,9.05,3.98,5.06
2002,6,4,100.58,8.79,10.19,7.27,2.91,9.93,11.63,8.07,3.56
2002,6,5,100.62,7.3,9.11,5.79,3.32,8.06,10.24,6.23,4.01
2002,6,6,100.61,5.33,6.7,4.51,2.19,5.79,7.32,4.89,2.43
2002,6,7,100.45,8.27,10,5.5,4.51,9.4,11.48,6.1,5.38
2002,6,8,100.39,8.32,9.77,6.96,2.8,9.35,11.12,7.7,3.41
2002,6,9,100.62,6.3,7.62,5.18,2.43,6.91,8.43,5.63,2.79
2002,6,10,100.78,6.11,8.06,3.82,4.24,6.73,8.99,4.12,4.88
2002,6,11,100.89,3.94,5.78,1.97,3.81,4.23,6.31,2.05,4.27
2002,6,12,100.91,1.55,3.55,0.24,3.31,1.62,3.8,0.25,3.55
2002,6,13,100.8,2.95,3.77,1.45,2.33,3.16,4.05,1.52,2.55
2002,6,14,100.77,3.66,5.1,2.63,2.47,3.95,5.62,2.79,2.84
2002,6,15,100.78,3.77,5.86,2.3,3.55,4.02,6.39,2.4,3.99
2002,6,16,100.86,4.16,5.67,3.58,2.09,4.44,6.12,3.8,2.32
2002,6,17,100.85,3.68,5.47,1.84,3.63,3.91,5.91,1.91,4.01
2002,6,18,100.89,1.84,4.06,0.27,3.8,1.92,4.3,0.27,4.03
2002,6,19,100.81,4.37,5.06,3.51,1.55,4.66,5.45,3.71,1.73
2002,6,20,100.72,4.92,5.78,3.86,1.92,5.29,6.24,4.1,2.13
2002,6,21,100.71,4.09,5.34,2.63,2.7,4.38,5.8,2.79,3.01
2002,6,22,100.96,2.34,3.95,1.29,2.66,2.46,4.17,1.36,2.81
2002,6,23,101.05,2.19,4.02,0.95,3.07,2.33,4.35,0.99,3.35
2002,6,24,101.02,2.76,3.58,1.62,1.95,2.88,3.77,1.68,2.09
2002,6,25,101,4.96,5.47,3.99,1.48,5.32,5.89,4.27,1.62
2002,6,26,101.02,2.88,3.59,1.95,1.65,3.01,3.82,2.01,1.81
2002,6,27,101.03,1.71,3.06,0.65,2.41,1.78,3.22,0.68,2.54
2002,6,28,100.99,2.05,2.71,1.2,1.51,2.14,2.84,1.25,1.6
2002,6,29,100.85,2.55,3.7,1.07,2.64,2.67,3.91,1.11,2.8
2002,6,30,100.67,3.27,4.45,2.23,2.21,3.45,4.72,2.33,2.39
2002,7,1,100.57,3.91,4.68,3.36,1.33,4.16,5,3.55,1.44
2002,7,2,100.45,6.76,9.37,3.6,5.77,7.47,10.62,3.82,6.8
2002,7,3,100.09,11.54,12.92,9.31,3.61,13.16,14.83,10.44,4.39
2002,7,4,100.13,10.67,12,9.3,2.7,12.15,13.7,10.55,3.15
2002,7,5,100.23,7.97,9.7,6.38,3.32,9.01,11.03,7.13,3.9
2002,7,6,100.26,6.19,9.22,4.36,4.87,6.82,10.53,4.64,5.88
2002,7,7,100.02,7.93,10.05,6.16,3.89,8.91,11.31,6.84,4.47
2002,7,8,99.67,11.3,15.24,8.26,6.98,13.21,18.04,9.45,8.59
2002,7,9,99.64,13.16,15.19,10.73,4.45,15.59,18.13,12.49,5.64
2002,7,10,99.83,11.88,14.46,10.4,4.06,13.93,17.11,12.11,5
2002,7,11,100.15,9.07,11.22,6.56,4.66,10.51,13.17,7.45,5.73
2002,7,12,100.24,7.69,8.55,6.84,1.7,8.78,9.81,7.79,2.02
2002,7,13,100.2,5.24,7.08,3.91,3.16,5.78,8.02,4.23,3.79
2002,7,14,100.2,7.28,9.5,4.84,4.66,8.23,10.96,5.3,5.66
2002,7,15,100.52,9.31,13.19,7.21,5.98,10.66,15.39,8.06,7.34
2002,7,16,100.84,10.37,12.6,8.96,3.64,11.91,14.66,10.17,4.49
2002,7,17,100.87,8.84,9.43,8.42,1.01,10.09,10.83,9.51,1.33
2002,7,18,100.82,8.28,9.8,7.12,2.68,9.5,11.29,8.15,3.14
2002,7,19,100.97,3.99,6.67,1.98,4.7,4.41,7.62,2.11,5.52
2002,7,20,100.98,4.41,5.38,2.77,2.61,4.84,6.02,2.93,3.08
2002,7,21,100.79,6.2,7.09,4.54,2.55,6.81,7.85,4.94,2.91
2002,7,22,100.64,5.81,6.89,4.69,2.2,6.33,7.56,5.05,2.51
2002,7,23,100.56,4.55,5.31,3.66,1.66,4.95,5.77,3.97,1.8
2002,7,24,100.58,5.64,6.93,3.35,3.58,6.14,7.64,3.59,4.05
2002,7,25,100.41,7.3,8.28,6.34,1.95,8.11,9.37,6.93,2.44
2002,7,26,100.35,7.45,8.5,6.6,1.9,8.29,9.59,7.32,2.27
2002,7,27,100.6,4.83,7.57,3.38,4.18,5.33,8.39,3.68,4.71
2002,7,28,100.75,2.12,3.5,1.32,2.19,2.24,3.84,1.37,2.48
2002,7,29,100.79,4.09,6.2,2.47,3.73,4.46,6.94,2.65,4.29
2002,7,30,100.65,5.08,6.79,3.68,3.11,5.53,7.5,3.91,3.59
2002,7,31,100.38,4.89,7.02,2.41,4.59,5.36,7.88,2.55,5.34
2002,8,1,100.29,2.56,6.38,0.15,6.23,2.7,6.87,0.14,6.73
2002,8,2,100.24,7.88,9.52,6.49,3.03,8.73,10.77,7.14,3.62
2002,8,3,100.22,8.02,10.28,5.82,4.45,8.98,11.63,6.36,5.27
2002,8,4,100.34,11.18,12.52,9.72,2.8,12.88,14.63,10.98,3.65
2002,8,5,100.63,9.34,11.45,8.08,3.37,10.65,13.2,9.17,4.02
2002,8,6,100.87,6.43,8,5.19,2.82,7.09,9,5.62,3.38
2002,8,7,100.83,4.32,5.51,2.77,2.74,4.62,5.93,2.9,3.03
2002,8,8,100.76,4.02,5.23,2.85,2.38,4.27,5.6,3,2.6
2002,8,9,100.76,3.03,3.91,1.9,2.02,3.19,4.15,1.97,2.18
2002,8,10,100.84,2.03,2.81,0.96,1.85,2.11,2.95,0.97,1.98
2002,8,11,100.91,4.56,6.77,2.04,4.73,4.91,7.41,2.12,5.3
2002,8,12,100.82,7.49,8.74,6.56,2.18,8.41,9.91,7.23,2.67
2002,8,13,100.59,8.69,9.9,7.01,2.89,9.91,11.41,7.87,3.54
2002,8,14,100.43,8.52,9.09,7.66,1.42,9.69,10.38,8.62,1.76
2002,8,15,100.29,7.93,8.49,7.16,1.34,8.88,9.62,7.95,1.68
2002,8,16,100.27,6.28,7.62,5.8,1.82,6.84,8.45,6.3,2.16
2002,8,17,100.29,7.02,8.49,5.65,2.84,7.7,9.48,6.06,3.41
2002,8,18,100.51,4.16,8.1,0.39,7.71,4.53,9.02,0.47,8.55
2002,8,19,100.78,1.3,2.41,0.27,2.15,1.38,2.59,0.3,2.29
2002,8,20,100.94,1.88,3.87,0.58,3.29,1.95,4.1,0.54,3.56
2002,8,21,100.97,4.34,4.85,3.75,1.1,4.66,5.26,4.02,1.24
2002,8,22,101.02,2.98,4.05,2.31,1.74,3.13,4.3,2.41,1.88
2002,8,23,101.06,1.23,2.48,0.37,2.11,1.27,2.59,0.38,2.21
2002,8,24,101.06,2.21,3.79,0.5,3.29,2.31,4.03,0.52,3.52
2002,8,25,100.91,2.75,3.93,1.18,2.76,2.89,4.16,1.23,2.94
2002,8,26,100.79,2.34,3.72,1.15,2.57,2.47,3.98,1.2,2.78
2002,8,27,100.73,1.95,3.05,0.06,2.98,2.02,3.18,0.09,3.09
2002,8,28,100.75,3.17,4.2,1.84,2.37,3.33,4.45,1.88,2.57
2002,8,29,100.7,4.94,6.21,3.39,2.82,5.3,6.77,3.55,3.2
2002,8,30,100.62,7.61,8.41,6.53,1.88,8.45,9.45,7.13,2.31
2002,8,31,100.72,6.27,7.64,5.23,2.41,6.84,8.44,5.63,2.8
2002,9,1,100.94,4.9,5.76,3.5,2.26,5.24,6.23,3.67,2.55
2002,9,2,101.02,3.75,4.63,1.53,3.1,3.95,4.92,1.57,3.35
2002,9,3,100.83,3.43,4.8,1.47,3.33,3.63,5.18,1.51,3.68
2002,9,4,100.69,4.05,4.95,3.29,1.66,4.3,5.28,3.45,1.84
2002,9,5,100.55,6.83,8.23,4.11,4.12,7.45,9.09,4.36,4.72
2002,9,6,100.33,9.15,9.84,8.34,1.5,10.34,11.14,9.3,1.84
2002,9,7,100.28,7.07,8.41,4.54,3.87,7.95,9.45,4.93,4.52
2002,9,8,100.52,3.52,6.04,0.66,5.37,3.8,6.71,0.68,6.03
2002,9,9,100.51,3.62,7.18,1.39,5.79,3.88,7.91,1.45,6.45
2002,9,10,100.57,7.3,9.02,4.88,4.14,8.09,10.07,5.26,4.8
2002,9,11,100.98,3.51,8.03,0.34,7.7,3.79,8.86,0.41,8.45
2002,9,12,101.2,3.59,4.8,2.44,2.37,3.78,5.11,2.52,2.59
2002,9,13,101.21,3.68,4.5,2.4,2.09,3.89,4.81,2.5,2.31
2002,9,14,101.15,3.19,4.45,1.98,2.47,3.38,4.78,2.06,2.71
2002,9,15,101.04,3.37,4.19,2.23,1.96,3.55,4.45,2.3,2.15
2002,9,16,100.93,2.13,3.66,0.38,3.28,2.23,3.88,0.39,3.48
2002,9,17,100.88,6.41,11.25,3.2,8.05,7.13,13.02,3.41,9.62
2002,9,18,100.93,10.34,15.77,6.98,8.8,11.86,18.41,7.84,10.56
2002,9,19,101.08,8.28,9.05,6.83,2.22,9.42,10.41,7.65,2.77
2002,9,20,101.04,6.84,8.03,6.09,1.94,7.58,9.05,6.7,2.34
2002,9,21,100.93,5.09,6.23,4.59,1.63,5.46,6.8,4.91,1.9
2002,9,22,100.97,6.18,8.3,3.94,4.36,6.78,9.22,4.19,5.03
2002,9,23,101.16,7.67,9.16,6.63,2.52,8.48,10.27,7.26,3.01
2002,9,24,101.29,6.91,8.18,5.93,2.25,7.59,9.08,6.48,2.59
2002,9,25,101.29,4.69,6.29,2.95,3.34,5.08,6.89,3.13,3.76
2002,9,26,101.23,4.06,5.25,3.38,1.88,4.31,5.69,3.55,2.15
2002,9,27,101.13,4.88,5.52,4.16,1.36,5.28,6.02,4.47,1.55
2002,9,28,101.14,5.7,7,4.93,2.07,6.21,7.73,5.33,2.41
2002,9,29,101.11,6.93,7.48,6.23,1.26,7.62,8.25,6.8,1.45
2002,9,30,101.03,6.32,7.34,6.05,1.3,6.89,8.09,6.59,1.49
2002,10,1,101.05,4.66,5.88,3.8,2.06,4.99,6.38,4.04,2.34
2002,10,2,101.1,5.84,7.6,4.93,2.67,6.37,8.51,5.3,3.2
2002,10,3,101.2,7.53,8.04,6.87,1.18,8.45,9.05,7.66,1.4
2002,10,4,101.19,7.59,8.08,7.19,0.89,8.55,9.1,8.09,1.01
2002,10,5,101.09,7.34,7.97,6.27,1.7,8.3,9.05,7,2.05
2002,10,6,101,6.38,7.46,5.73,1.73,6.97,8.21,6.34,1.87
2002,10,7,100.95,7.53,8.84,5.41,3.43,8.27,9.77,5.82,3.95
2002,10,8,101.08,10.74,12.58,8.49,4.09,12.18,14.48,9.4,5.09
2002,10,9,101.12,9.49,12.38,8.01,4.37,10.77,14.21,8.98,5.23
2002,10,10,101.11,8.88,9.45,8.2,1.24,10.03,10.69,9.19,1.5
2002,10,11,100.96,7.94,9.03,7.38,1.65,8.92,10.27,8.22,2.05
